,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
56995,Small states,SST,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57033,Small states,SST,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132.22345517,,,,,,,,,,,,,,2283.47648137,2364.65805408,2577.23970571,2714.99708585,,,,,,,,,
57049,Small states,SST,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5421667526,54.8231731826,54.9037768571,56.7731597926,56.0396038195,60.9094242396,63.895668215,61.869677497,57.7548517815,57.6202471978,59.0221813476,60.5524338365,61.5680709916,59.6280958078,61.5008572846,53.5867315118,59.4158725631,65.6108767502,66.1095768476,64.5244188487,62.0166122396,55.1928166324,
57076,Small states,SST,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.27965692134,5.27754446121,5.27240774734,5.24372181317,5.21703579397,5.16624284604,5.11498047495,5.06400662472,5.02136132646,4.97937108979,4.934606921,4.88575020251,4.828630556,4.76079642938,4.7053636784,4.66351808182,4.6161571332,4.5708188201,4.53141617696,4.5030136797,4.4761882083,4.44738124689,4.41333830441,4.38871216744,4.34449301804,4.29091933849,4.24768254869,4.20852975376,4.17206669093,4.12334113546,4.0671994613,3.9951309045,3.93857814529,3.86855869799,3.81241336593,3.75177553686,3.69687738649,3.62461812001,3.5574267625,3.49935522178,3.43956295002,3.37455042156,3.32849650369,3.28313083354,3.24358486045,3.20216108233,3.16106417356,3.12933094448,3.10555802135,3.08199642147,3.05826299678,3.03422347529,3.00709140087,2.97703452785,2.9511922081,,
57123,Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54879156046,3.79149954407,4.3787084908,4.62875229155,8.08511394349,5.33451420245,9.73481094641,8.61410006297,6.3580249739,1.22305388881,7.20224511664,6.61424741091,3.30906837317,2.86701017543,2.7101668729,2.22577088425,
57155,Small states,SST,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9553.10977264,9945.84213167,10347.7423594,10846.1350957,11469.0698495,12230.1951788,14084.8699948,15499.0801927,16507.9189009,16224.0262205,17205.5585819,18604.6736968,19412.9716874,20227.1555435,20778.3267061,21459.7269611,
57180,Small states,SST,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,,,,,,,,,,,95.0065231323,94.8272705078,95.8983230591,96.5490570068,98.3579864502,98.8799514771,99.6209411621,100.349082947,100.411247253,99.8191223145,99.5568695068,100.241500854,100.989089966,101.475990295,101.779998779,102.32875824,102.307022095,102.975387573,102.797393799,102.57447052,100.922653198,100.959922791,100.38394928,100.256088257,101.389060974,101.803749084,101.359779358,101.598518372,101.619636536,101.211776733,102.542198181,103.453857422,103.899002075,104.425079346,104.686637878,104.423957825,105.010620117,104.563072205,105.010162354,105.253761292,105.901977539,106.226127625,106.063201904,105.788223267,105.842681885,,
57184,Small states,SST,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,,,,,41.8383789062,41.9573783875,43.1180114746,43.8785705566,44.264339447,46.3949203491,47.571269989,48.5310516357,49.0821685791,49.6178894043,50.2221298218,49.6140708923,49.8856086731,50.4867095947,50.7303886414,51.1335487366,51.2924690247,51.2785301208,51.6109085083,51.6006813049,52.9417304993,54.2442588806,55.0218582153,55.6896514893,56.6375808716,58.1514701843,58.9407997131,60.0899887085,59.6820106506,60.3548088074,61.0937004089,62.1351699829,63.27684021,64.2468566895,66.0264968872,66.807182312,67.7218399048,68.5869216919,69.0591812134,70.1384811401,71.0981826782,71.3555221558,70.2607192993,69.5286331177,69.6917572021,,
57219,Small states,SST,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0569768209,,12.238795035,,15.140265309,13.6502826535,9.67232218118,7.55439334331,7.11907036821,7.00430831936,7.6297682577,8.48772933865,10.4104073799,10.1493091879,8.68486163739,8.75895608746,7.73166564348,7.00955211501,,4.86842973648,4.59403953897,6.99595503566,
57254,Small states,SST,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5900180677,57.5093635035,58.8761655629,56.4815938188,60.3818543199,50.424858035,47.6374897156,49.5426719697,47.4014261179,46.8373217143,45.6681925641,45.7572758818,48.987704342,49.5635923346,49.3465982639,46.0625925303,44.7864240849,47.1104924489,48.9386201221,48.2599851702,47.6246778821,48.7094954842,
57275,Small states,SST,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57278,Small states,SST,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0619635656,98.2202022933,96.995129457,86.8027859812,78.1642108781,64.9976259567,59.4749824019,55.3145001682,50.8312206662,55.383763153,54.5601451376,48.3295997221,47.552349689,46.3790046086,45.9425684796,40.7764160919,
57285,Small states,SST,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,,,,,,,,,,,,,,,,,,9.59239606478,13.0809912926,12.3925676323,9.50226244344,7.46640127525,6.23942039389,7.10180073579,6.14998359954,5.97564495382,6.96238514949,6.65040624813,5.70586880936,6.67947168767,5.99618244007,4.17701223291,4.10201692282,5.56229387334,3.12689243558,3.3559478268,2.50215087741,3.16243395154,4.37520838178,3.92230310451,3.36106643773,3.00900509587,2.63930339643,3.79093258566,4.65568352781,4.48904729514,4.9292006059,7.40783955037,2.13015375665,3.56414080221,4.37296095831,3.09650462935,1.71854250148,1.65659351974,0.999624853458,
57328,Small states,SST,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.722717988338,1.28761706906,2.31478951516,3.25292663193,5.10283736771,6.80986480276,9.12792820331,11.0536135854,12.8322735843,13.8739093319,15.4979286028,17.4955232511,20.0690238341,22.4863820686,25.8291554914,29.6938307219,31.8184649093,34.9979047608,38.5383901926,41.9345509746,
57373,Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.6681410968,55.1369983727,55.5866271749,55.9971121544,56.3913280291,56.7507089827,57.0702922779,57.3833415756,57.6871440077,57.9867707615,58.2945810365,58.594976811,58.9010978478,59.1852827916,59.4648627365,59.7656194765,60.09465791,60.4333098129,60.8110371211,61.2018005986,61.5914376431,61.9628501115,62.3821054847,62.6555883577,62.9333849851,63.1879401678,63.4638710315,63.7614801897,63.8925226673,64.041012329,64.1539352766,64.2514544562,64.3061614533,64.1656953102,63.989143911,63.8808797577,63.7853155286,63.6125923371,63.2782305682,63.0956861215,62.9922506032,62.9414365833,63.1087123739,63.2781499096,63.6486203197,64.1282452364,64.6489992883,65.2225878731,65.7959019498,66.333059194,66.7769029936,67.1331485952,67.4080089374,67.6539006475,67.8385358571,,
57446,Small states,SST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35912103751,2.26172346541,1.98932406747,1.84400408626,1.74671229204,1.80102114949,1.81565741875,1.95881753772,1.68505027576,,,,,,
57455,Small states,SST,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151838793405,0.0306759528375,0.0428405624452,0.0600564910264,0.115225781253,0.182640449313,0.275137675063,0.406499407545,0.643817263027,1.14232259198,1.7094869277,2.50281905174,3.67926299748,5.95068066238,10.9764667332,16.0944561919,22.4566522473,27.5101448092,35.5490360376,42.952019724,53.0703998805,65.0005116731,75.0761434648,83.372081445,91.0356315471,97.3823153329,102.144775507,108.997454192,115.207779625,118.002705759,
57540,Small states,SST,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14777921287,4.0789171543,3.83170588838,5.51361520912,4.18097049575,3.69364656115,0.671932656924,,,,,,
57668,Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,,5.79474042381,5.90812974143,6.02299339342,6.1388124109,6.25393893798,6.36713638471,6.47908367885,6.59262218506,6.70855409124,6.82802623485,6.95249101079,7.08021280517,7.20982299212,7.34117158524,7.47466887166,7.60905237025,7.74533731892,7.88472154745,8.03209768994,8.18879400577,8.35414871652,8.52882473641,8.70781597036,8.88973028516,9.075520235,9.26358745947,9.45383263447,9.6430295212,9.82996708343,10.0096663507,10.1851241725,10.3527215999,10.513913784,10.7051396808,10.8683747098,11.0334199388,11.2006995336,11.3710562285,11.5464629339,11.728220531,11.8985968151,12.0688099894,12.2458727964,12.4489822452,12.6692640159,12.9184547279,13.1930254291,13.4808016648,13.7596573735,14.0304934493,14.2856851971,14.5303665395,14.7660033491,14.9963712502,15.2257233597,
57774,Small states,SST,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57848,Small states,SST,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.8873613789,36.0199533078,36.3938588646,37.0175029898,33.0762972467,35.2239046239,31.7708435592,,,,,,
57889,Small states,SST,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4293361365,60.6048472274,59.087115465,55.1882096644,54.1929295199,50.4324698549,51.4526419343,50.9232939661,47.0740111932,54.2407301066,51.5283928439,48.383936025,49.152460019,50.4175824512,51.1094009354,56.6585276503,
57947,Small states,SST,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9980955273,21.4286325399,22.2182081138,22.4421236094,19.7647788926,19.1545247817,17.4975660655,,,,,,
57977,Small states,SST,Time required to start a business (days),IC.REG.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.625,58.1666666667,72.6282051282,69.3170731707,63.6272727273,59.4777777778,56.4555555556,54.3555555556,43.4680851064,42.6458333333,31.3333333333,26.0729166667,23.3854166667,22.45
58150,South Asia,SAS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,43.8733894738,43.130452415,41.3208930625,42.2052148411,43.4905317773,41.7898841673,42.3379488837,44.8447941238,43.9850941709,43.6624645774,42.4449280302,40.7100423536,41.3524428464,43.6189138977,41.0465097538,38.8741146959,36.6251956437,37.5780674154,36.4912973277,34.7385327829,34.7824442678,33.9326343343,32.9829251085,33.3650465342,32.2806633384,31.0812071912,29.986226138,29.4206607362,30.1679620871,29.1942168154,29.1407587596,29.2383500667,28.6719936,28.2703995781,27.9581140952,26.3625685304,26.8964252324,25.9853052072,25.9074973659,24.8225819865,23.4815853933,23.1423752552,21.2792763798,21.2570745702,19.6332124105,19.3447499058,18.9937679859,19.508820086,19.0503853565,19.0944910591,19.2697365778,19.1414799348,18.688290302,18.7146600484,17.9563971777,17.6477953913,
58288,South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.243844208491,0.256985762003,0.276990097859,0.292819941359,0.281602513033,0.302293263799,0.30535473304,0.301945460718,0.322777080007,0.320747748617,0.32006856579,0.32577006069,0.329174986229,0.33358793829,0.337094391476,0.357266606501,0.363165126174,0.375738406622,0.37427230039,0.385036348435,0.399408481579,0.420734101376,0.426836190295,0.450498555948,0.452661248451,0.486470903924,0.508057096889,0.530546052653,0.560005540988,0.596291025166,0.627314353504,0.648057609897,0.674620559183,0.684821164438,0.711376477764,0.737580627714,0.788042559952,0.801419538877,0.801182338905,0.834085271455,0.852189622674,0.848223962638,0.847618327689,0.868907285241,0.901855110881,0.937336180763,0.984185828756,1.0453199041,1.13650642914,1.23135113591,1.20936649582,1.27553806567,1.36921793583,1.35610885246,,,
58415,South Asia,SAS,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,23.2432489938,23.6813430945,24.6791257133,24.5500106895,23.4340672856,24.6876205246,25.6992188253,24.1813947392,24.7560456833,24.7418967804,25.4089877538,28.2253985236,29.297647785,27.1567492588,24.7768795317,25.2287625381,29.3098755808,30.5239516958,32.4789236516,35.1558165099,36.3416030641,37.3976823061,40.8646990451,40.9927105259,43.4221744578,45.0276329412,47.6815649603,48.3541600823,47.7776872404,48.7431935672,47.4028348596,46.5135006099,46.7094790182,45.8528461229,44.1959055381,42.4506101153,43.5813872293,43.6647160323,43.9057066278,45.7041247488,47.931926203,49.8619639224,53.1866569832,52.273569536,54.6118812139,55.9012184326,57.2227548039,59.3428074859,65.3609867449,67.1466300953,69.1333199792,70.7962770999,71.5762198928,72.2217540115,70.9063008265,71.7555818955,
58447,South Asia,SAS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,87.2657166158,89.2422727288,90.8621735339,94.2820920402,103.093022444,110.491411627,112.49560082,121.512193278,123.021212564,127.269118923,136.782619533,143.183120196,150.636313072,165.957701057,175.658250526,188.96279225,200.012546512,218.396183123,233.229086901,246.316058337,263.0691017,278.175832365,291.691265702,309.426535462,325.185757818,326.326514838,339.313840965,346.207715026,353.205102251,357.256731315,358.984564436,373.629905088,392.516010907,414.690254891,432.62756233,469.145622545,494.95631451,506.261008931,539.693704174,575.453547504,618.748611673,640.060317883,672.638155337,,,
58485,South Asia,SAS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,,,,,,,,,,,,254.063457898,254.522114114,256.74152049,260.660731576,263.859809448,267.293793205,268.599597385,266.925539416,272.685174422,273.875050754,280.89259335,285.524938248,288.198807417,292.398447973,299.998727059,303.996952733,309.704400985,319.15602825,326.789116121,333.401738845,337.90649554,345.082662031,346.538906362,353.429315788,365.288450896,370.87058092,377.078644403,380.168013278,392.54111425,395.546714476,395.827273596,399.287999931,402.829368294,418.052207378,427.349078627,441.768897807,457.87244741,468.289253868,502.426519484,517.272368714,526.50124943,542.653330403,549.540655768,,,
58501,South Asia,SAS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,5.48441037674,5.33230090368,5.2221037537,5.24674896597,4.72700986774,4.41817270062,5.05071169501,5.24515401489,5.20755189093,4.84658323086,4.98584930669,4.70244869941,5.36276541811,5.77006270307,6.15460071671,6.52338931687,7.50224508155,7.38251994468,7.24251599054,7.71683868397,7.47988022083,7.25978784279,6.97045551769,7.01060752465,7.15776387066,6.33269663525,6.35647245294,6.85034677884,7.27302265135,8.1178766582,8.40382376998,9.70019758015,10.1803170437,11.0136768118,11.0670849326,12.093704684,11.6417427992,11.9220285958,12.2619798493,12.4757153642,13.6462445067,13.3920220146,14.7742377335,15.4591120762,17.5954722409,19.033507473,20.3966656998,20.2410450326,22.7057867628,19.6013135154,21.1402890972,23.0032076986,22.8175781779,23.5412929263,21.4966643406,18.8315213092,
58528,South Asia,SAS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.04565800627,6.04525928461,6.04088778852,6.03189924068,6.01676659437,5.99491117653,5.96715890979,5.93312222024,5.89338795019,5.84819110724,5.79751151304,5.74031548375,5.67689123294,5.60790284404,5.53523605534,5.46094432519,5.38872224728,5.31856281777,5.25159319905,5.18740878043,5.1252275516,5.06166125125,4.99486500512,4.9228495953,4.84559400291,4.76209442148,4.67232308669,4.5783939024,4.48223655174,4.38428013645,4.28755860096,4.19323903086,4.10236563771,4.01512508342,3.93173515316,3.85120750017,3.77236135783,3.69444589717,3.61669254996,3.53883292025,3.46103170646,3.38437520976,3.30897497864,3.23567967633,3.1643003078,3.09390965407,3.02466111817,2.95618711192,2.88738717931,2.82143384878,2.75805522426,2.69951140911,2.64602115869,2.59908851347,2.55765261829,,
58575,South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.11600336487,3.32325584819,5.36376886134,7.69750692135,-0.965969140587,1.00645700868,6.38514093697,4.38614269412,5.90710786501,5.72246609698,0.781150907803,-1.59336745377,3.7654846552,2.26364541706,7.27789328022,2.42779763261,6.40792918938,6.04478964484,-3.0083774841,6.49785460327,6.34958755781,3.76784709119,6.74861993175,4.15963057233,5.40113078449,4.80964477361,4.17602056023,8.54968480949,5.46105115016,5.42230328527,1.91078376356,5.72127118278,4.40460081539,6.06237909559,6.95441943058,6.85421051579,3.79140170597,5.59554582341,7.76619501574,4.07641133457,4.3121682962,3.71485446384,7.24436210918,7.54410640726,8.78671092887,8.66776507779,8.0740572846,3.88339177473,7.61415326601,9.05543183734,6.31365366462,5.6504200864,6.25960525896,6.84142691137,7.10972726192,
58607,South Asia,SAS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.78230924,1234.03327109,1304.59784736,1365.1396373,1447.26907621,1549.74404237,1650.74167064,1707.560876,1785.99831706,1916.79327973,1998.03550451,2095.23931423,2177.25058939,2346.12051943,2547.25042105,2812.56466124,3098.1572139,3392.07655936,3535.09221446,3777.42188103,4092.04603259,4383.69492231,4641.66748037,4937.29233921,5296.39183297,5658.13079136,
58632,South Asia,SAS,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,,,,,,,,,,,72.6131134033,72.2793884277,74.1622161865,77.8747787476,77.3271484375,78.4219818115,78.5816802979,80.263420105,76.8574981689,76.8127822876,77.9034805298,78.934463501,79.150932312,81.0550384521,82.2116165161,82.0500488281,83.6552963257,82.1799926758,84.5339813232,86.9970092773,86.9619598389,87.0007324219,87.4944229126,88.9768829346,90.2405319214,90.3431015015,90.4339675903,90.3065338135,89.3060531616,89.9632873535,91.3970184326,91.2461395264,93.0170974731,99.693649292,101.940879822,103.730407715,105.120498657,107.006408691,107.391197205,107.064933777,107.495269775,107.326538086,108.376693726,108.706283569,109.077423096,,
58636,South Asia,SAS,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,,,,,,,,,,,23.1688995361,23.217250824,23.58452034,23.9944000244,24.1449508667,24.3435096741,24.2894191742,24.7387294769,25.050819397,25.8138408661,26.9300994873,27.8487300873,29.1497192383,30.9896202087,32.2446403503,33.1491012573,33.9865684509,33.9289703369,34.0346298218,34.2268714905,35.8747215271,38.0861282349,40.2754516602,42.0813484192,42.6521682739,42.6657104492,42.8747406006,43.4590415955,42.5337181091,41.6359291077,43.0622291565,43.328918457,44.8567810059,46.6566886902,47.9608917236,49.9256591797,51.4135818481,53.5425682068,55.9552497864,55.8892707825,58.9243392944,61.4980812073,64.0870895386,64.5729675293,64.7934265137,,
58671,South Asia,SAS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93019801907,2.77777405356,3.11756874058,2.71767085916,2.86417761095,4.03700769633,4.26342022894,5.01724481435,4.89476533969,4.11628870791,4.68296047245,4.7704885976,5.22222176218,4.8414356413,4.7283227328,5.01835773595,4.98181005935,5.24893847385,5.6745743901,6.0023724239,7.85548063936,6.37993312475,6.0612559255,6.15924853131,7.47145804874,7.88538058507,6.87171890266,
58706,South Asia,SAS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.63081533187,6.90730685099,6.94240740913,6.90460608821,6.86554804895,6.45372330767,7.62307144402,7.93436891628,6.78230741341,6.02429573426,6.09555081595,5.89285731026,6.18062068164,6.83773059757,8.40786025886,8.96245388998,8.75823797179,8.49198147025,9.12345739225,10.9365907528,12.5162592323,11.454479325,11.0543836881,10.756087165,10.2760016555,10.2643276934,9.62446921171,9.43271563977,9.95750588514,10.5455017819,10.9884562525,10.5480840165,11.7017995007,12.2422714296,12.2726324776,14.0132692173,13.7168903891,13.9385176382,14.1818624503,14.7007890911,15.1084777064,14.7682331568,16.3081230002,16.8793885887,19.9193654612,22.7073006512,24.7518176802,25.2459582979,29.1603265741,25.6578737606,26.3134878629,30.0007616095,30.1735607061,27.7527377538,25.6076892355,22.6659122868,
58727,South Asia,SAS,Income share held by lowest 20%,SI.DST.FRST.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58730,South Asia,SAS,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,18.1477844141,18.7847836569,19.5369329298,19.6433697073,19.125816753,19.7092867988,19.4151129009,18.1214887989,18.6712811896,19.5166812116,19.8462375815,20.4710578444,20.2696741214,19.7423831857,20.9087292075,21.5385001575,22.8471099548,22.6642776746,23.3882354265,24.1871576482,24.0126911903,24.4675862531,24.5083022662,24.5706465929,24.9578203826,24.9844427947,25.2350064836,25.2869825641,25.2371506881,25.7939140983,25.9179803897,25.1116369526,25.4476263206,25.2801463108,26.0298560963,26.8229517088,26.082964125,25.8757726031,25.3992518895,24.9406056973,25.5339892007,24.8367177205,25.7277024729,25.5752269083,27.494217711,27.7183513199,27.7587724843,32.583695358,31.9897299317,31.2433766751,30.6347143173,30.8076411216,30.3244889088,29.5116012021,28.8521972491,28.5725361148,
58737,South Asia,SAS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,,2.94222697524,0.0222234958283,3.56992506535,1.59871045977,7.93170495659,6.29618883407,8.61620470799,2.41538358225,3.34336433991,4.30690494187,3.17217613912,8.96686002389,15.5437060918,24.3787426277,24.0361086803,5.98185933337,5.63722934554,9.37120691315,12.56450599,11.5083208128,9.90411156351,9.35953194276,8.52030774176,8.78839094686,6.75319004533,6.73717787108,8.53969244966,9.86729772105,8.51093186785,8.60051956939,11.5843306845,9.35023238371,9.27912851395,9.87531479661,8.5552609888,8.21486850823,8.10178090232,7.76810221147,5.01249366915,4.0587019371,6.57873197627,3.89286743491,4.15309778815,5.14377480338,5.98866219671,7.26565000295,7.36998451148,7.55771521245,6.41409199494,9.21080716524,9.58415197443,8.00814044815,6.23178863565,5.09870717001,4.06800552398,
58780,South Asia,SAS,Internet users (per 100 people),IT.NET.USER.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.00010898290934,0.00021358787386,0.00107873876266,0.0224723895627,0.0407987008792,0.060047420496,0.117013677773,0.226317005394,0.473920912027,0.663556204243,1.46254523702,1.84316441277,2.18437603559,2.54668832786,2.98334830663,3.97340011784,4.41682340805,5.15711264659,7.20654564155,9.39309278704,11.512009802,13.7466237906,19.2677772317,23.6279411151,
58825,South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.9604584971,42.5998975154,43.2435601501,43.8865871135,44.5372981808,45.1805327972,45.809518403,46.4170602475,47.0017483387,47.565348175,48.1205912082,48.682702965,49.2669163553,49.8784393007,50.512339743,51.1572018566,51.7983131704,52.41829323,53.0034892027,53.5485995274,54.0482875572,54.5006924115,54.9201965652,55.3174197825,55.7000979447,56.0807091653,56.4708734076,56.8771944222,57.3029260721,57.7510283771,58.2208251179,58.7082925643,59.2046720742,59.701584487,60.1943263749,60.6787622396,61.1505881869,61.61026721,62.0575673975,62.4893816959,62.9051643813,63.3045944277,63.6901638804,64.0667809018,64.4361241129,64.8032031004,65.1735507533,65.5485167218,65.9280682487,66.3106740817,66.6929548326,67.0699544044,67.4353854311,67.786297503,68.1210445968,,
58898,South Asia,SAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68470072209,3.47863052595,3.25797637919,3.1800381181,3.03208002959,3.13671992108,2.92889783514,2.90672884963,2.74963333391,2.79074738179,2.82068640504,2.95012403096,2.87866754888,2.83643193178,2.76825147337,2.65222107607,2.77430750707,2.70970733489,2.50027864247,2.41020244623,2.58260276108,2.82742045909,2.67018642283,2.54572674652,2.44740059146,2.38045779112,2.4004390723,2.33611952966,
58907,South Asia,SAS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000265131571194,0.000887943514682,0.00138366521884,0.00257798664191,0.00445043522637,0.0136129870558,0.0366780560933,0.0885494529355,0.123165892549,0.188842240079,0.333636320423,0.605016462448,1.17450634738,2.69728244098,4.27225092994,7.79962192282,15.0601646686,22.5025630036,32.1801632642,44.3986542519,59.5514662366,69.6136425558,68.754046903,71.2042223972,75.1015961497,78.3891897518,
58992,South Asia,SAS,Net lending (+) / net borrowing (-) (% of GDP),GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,,,-0.0841897571041,0.14762392132,0.126308877753,0.181392573295,-0.105541100875,-0.891599613299,-0.986354756734,-0.493158750846,-0.772971796842,-1.25582195162,-1.96322661435,-2.23679344629,-2.86639094867,-3.02517009305,-3.00500545071,-2.69423753058,-3.29602341148,-2.67760196505,-2.7123419071,-4.16779905247,-2.79149741408,-2.61692554493,-2.60880620875,-3.24672197206,-3.59007226764,-3.53425613761,-3.90677892047,-4.12554203114,-4.21661017273,-3.2157698978,-3.02135283849,-3.12759746025,-2.20821049757,-1.01736106613,-4.99150261593,-5.28808998496,-3.51916953713,-3.3958785649,-3.90798528587,-3.85257703881,,,
59120,South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,,122.209967587,124.837232807,127.52987437,130.354577242,133.26067689,136.265428939,139.363515001,142.558502985,145.833665528,149.192533923,152.614026892,156.118872354,159.731791676,163.448133857,167.290428557,171.259322658,175.349540873,179.560021448,183.885039289,188.308930458,192.793688608,197.404903058,202.104043384,206.88559684,211.74375088,216.672738985,221.668043842,226.724583265,231.838234097,237.002697375,242.216060896,247.46937121,252.754332003,258.433663321,263.76022657,269.090328123,274.418403657,279.744150214,285.066110821,290.359119344,295.665481453,300.95319949,306.206035917,311.511961559,316.638422266,321.686019318,326.660478077,331.577480778,336.459998026,341.331505706,346.193705142,351.041240034,355.877948108,360.709379729,365.531416133,
59226,South Asia,SAS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59300,South Asia,SAS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,,,,,,,,,,,,,,,9.71679745588,10.7090077103,11.1364033187,10.935465881,11.5079051636,11.7247167036,11.23613464,11.5267192723,11.7517631796,11.5176944487,11.9809415696,12.723739655,13.3249864115,12.8520335082,13.183529375,13.8874138702,13.1398970733,13.275280978,13.331046941,12.2053255179,12.4779919908,12.7274986913,12.7801258045,12.3626901471,11.5456451211,12.1232306628,11.9097544182,11.0491732028,11.617194631,11.8281096575,11.9152406687,12.1163152674,13.1640437572,14.1434198759,12.7149999162,11.7418609588,13.154318679,11.5844034092,12.5059023935,12.6557281181,,,
